2020-08-14 13:56:19,467: Key.left: 
2020-08-14 13:56:19,654: Key.left: 
2020-08-14 13:56:24,021: Key.left: 
2020-08-14 13:56:24,224: Key.left: 
2020-08-14 13:56:24,396: Key.left: 
2020-08-14 13:56:24,630: Key.space: 
2020-08-14 13:56:34,331: 'h': 
2020-08-14 13:56:35,236: 'e': 
2020-08-14 13:56:35,406: 'l': 
2020-08-14 13:56:35,546: 'l': 
2020-08-14 13:56:35,704: 'o': 
2020-08-14 13:56:49,677: Key.ctrl_l: 
2020-08-14 13:56:49,834: Key.shift: 
2020-08-14 13:56:50,068: Key.esc: 
